course_title,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,students_enrolled_numeric,combined_features,difficulty_encoded,certificate_encoded,popularity_score,cluster
healthcare organization operations,rutgers the state university of new jersey,specialization,4.6,beginner,5.5k,5500.0,healthcare organization operations rutgers the state university of new jersey specialization beginner,1,2,0.1616431365946435,0
high performance collaboration leadership teamwork and negotiation,northwestern university,course,4.8,mixed,46k,46000.0,high performance collaboration leadership teamwork and negotiation northwestern university course mixed,3,0,0.4709622654028842,7
homeland security and cybersecurity,university of colorado system,specialization,4.7,beginner,5.5k,5500.0,homeland security and cybersecurity university of colorado system specialization beginner,1,2,0.180786278474694,3
hotel management distribution revenue and demand management,essec business school,specialization,4.6,beginner,28k,28000.0,hotel management distribution revenue and demand management essec business school specialization beginner,1,2,0.3693220201194367,6
how things work an introduction to physics,university of virginia,course,4.8,intermediate,170k,170000.0,how things work an introduction to physics university of virginia course intermediate,2,0,0.6377808596870183,2
how to create a website in a weekend project centered course,the state university of new york,course,3.3,mixed,140k,140000.0,how to create a website in a weekend project centered course the state university of new york course mixed,3,0,0.3258555181432294,0
how to start your own business,michigan state university,specialization,4.1,beginner,34k,34000.0,how to start your own business michigan state university specialization beginner,1,2,0.2983838806204053,0
human resource management hr for people managers,university of minnesota,specialization,4.7,beginner,98k,98000.0,human resource management hr for people managers university of minnesota specialization beginner,1,2,0.5483407014243915,3
ibm ai engineering,ibm,professional certificate,4.6,intermediate,140k,140000.0,ibm ai engineering ibm professional certificate intermediate,2,1,0.5747163625838856,5
ibm ai enterprise workflow,ibm,specialization,4.4,advanced,3.5k,3500.0,ibm ai enterprise workflow ibm specialization advanced,0,2,0.0656873400448456,5
ibm applied ai,ibm,professional certificate,4.6,beginner,220k,220000.0,ibm applied ai ibm professional certificate beginner,1,1,0.6323988001127501,5
ibm customer engagement specialist professional certificate,ibm,course,4.8,beginner,3.3k,3300.0,ibm customer engagement specialist professional certificate ibm course beginner,1,0,0.1347528365330037,5
ibm data science,ibm,professional certificate,4.6,beginner,480k,480000.0,ibm data science ibm professional certificate beginner,1,1,0.7319630589362669,5
it fundamentals for cybersecurity,ibm,specialization,4.5,beginner,35k,35000.0,it fundamentals for cybersecurity ibm specialization beginner,1,2,0.3786557577733429,5
it security defense against the digital dark arts,google,course,4.8,beginner,62k,62000.0,it security defense against the digital dark arts google course beginner,1,0,0.509055506984589,3
identifying monitoring and analyzing risk and incident response and recovery,isc,course,4.9,beginner,1.7k,1700.0,identifying monitoring and analyzing risk and incident response and recovery isc course beginner,1,0,0.0692821249170421,3
implementaci n del marketing mix,ie business school,specialization,4.7,beginner,23k,23000.0,implementaci n del marketing mix ie business school specialization beginner,1,2,0.3633617989926501,6
implementing rpa with cognitive automation and analytics,automation anywhere,specialization,4.6,beginner,2.2k,2200.0,implementing rpa with cognitive automation and analytics automation anywhere specialization beginner,1,2,0.0447400413453977,3
improve your english communication skills,georgia institute of technology,specialization,4.7,beginner,610k,610000.0,improve your english communication skills georgia institute of technology specialization beginner,1,2,0.7816934203864938,3
improving deep neural networks hyperparameter tuning regularization and optimization,deeplearning ai,course,4.9,beginner,270k,270000.0,improving deep neural networks hyperparameter tuning regularization and optimization deeplearning ai course beginner,1,0,0.7159641749784678,2
improving leadership governance in nonprofit organizations,luther college at the university of regina,specialization,4.4,beginner,18k,18000.0,improving leadership governance in nonprofit organizations luther college at the university of regina specialization beginner,1,2,0.2746511546445385,3
in the studio postwar abstract painting,the museum of modern art,course,4.9,beginner,79k,79000.0,in the studio postwar abstract painting the museum of modern art course beginner,1,0,0.5591224798323733,3
indigenous canada,university of alberta,course,4.8,mixed,51k,51000.0,indigenous canada university of alberta course mixed,3,0,0.4841304632385106,7
industrial iot on google cloud platform,google cloud,course,4.5,beginner,34k,34000.0,industrial iot on google cloud platform google cloud course beginner,1,0,0.3749564481406069,8
infectious disease modelling,imperial college london,specialization,5.0,intermediate,1.6k,1600.0,infectious disease modelling imperial college london specialization intermediate,2,2,0.0806929843200974,2
influencer marketing strategy,rutgers the state university of new jersey,course,4.4,intermediate,12k,12000.0,influencer marketing strategy rutgers the state university of new jersey course intermediate,2,0,0.2229088588118166,0
influencing storytelling change management and governance,macquarie university,specialization,4.8,beginner,22k,22000.0,influencing storytelling change management and governance macquarie university specialization beginner,1,2,0.3768322170920486,3
information security context and introduction,royal holloway university of london,course,4.6,beginner,32k,32000.0,information security context and introduction royal holloway university of london course beginner,1,0,0.3863628530318261,3
information visualization,new york university,specialization,4.6,beginner,10k,10000.0,information visualization new york university specialization beginner,1,2,0.2379292198627345,3
information systems,university of minnesota,specialization,4.7,beginner,16k,16000.0,information systems university of minnesota specialization beginner,1,2,0.3170498840713929,3
initiating and planning projects,university of california irvine,course,4.7,mixed,180k,180000.0,initiating and planning projects university of california irvine course mixed,3,0,0.625932286939527,9
innovation management,erasmus university rotterdam,course,4.6,beginner,40k,40000.0,innovation management erasmus university rotterdam course beginner,1,0,0.4148398465061889,3
innovation through design think make break repeat,the university of sydney,course,4.8,beginner,10k,10000.0,innovation through design think make break repeat the university of sydney course beginner,1,0,0.2762155036228355,3
innovation from creativity to entrepreneurship,university of illinois at urbana champaign,specialization,4.8,beginner,25k,25000.0,innovation from creativity to entrepreneurship university of illinois at urbana champaign specialization beginner,1,2,0.3931457367929996,1
inspirational leadership leading with sense,hec paris,specialization,4.5,beginner,72k,72000.0,inspirational leadership leading with sense hec paris specialization beginner,1,2,0.4707091767860203,3
